loan_amount,income,credit_score,age,status
376500,3300,804,45-54,1
296500,7080,630,25-34,0
426500,8700,857,65-74,0
346500,10980,680,45-54,0
256500,4560,745,55-64,0
166500,1860,792,>74,0
256500,2400,755,35-44,0
446500,9060,517,45-54,0
346500,180,577,35-44,1
496500,8820,541,45-54,0
166500,11880,788,55-64,1
386500,16200,656,55-64,0
136500,3840,873,35-44,0
536500,7800,580,35-44,1
136500,3720,741,65-74,0
416500,12180,736,55-64,0
226500,6900,767,45-54,0
206500,5160,529,45-54,1
336500,4320,734,35-44,0
206500,0,529,45-54,1
176500,2340,543,55-64,1
476500,8400,834,25-34,1
356500,9240,517,35-44,0
306500,6000,783,55-64,1
496500,0,710,35-44,1
236500,3600,519,25-34,0
206500,5100,889,45-54,1
406500,19080,536,35-44,1
156500,1920,763,>74,0
96500,1860,673,55-64,1
156500,2760,827,>74,0
296500,15600,620,55-64,0
296500,7080,518,45-54,1
386500,6300,696,45-54,0
126500,3960,541,65-74,0
246500,2940,825,45-54,1
286500,2820,541,45-54,0
306500,3420,730,55-64,0
276500,8400,559,55-64,0
626500,7860,858,35-44,1
556500,10200,705,65-74,0
396500,5040,845,45-54,1
356500,6360,587,25-34,0
646500,8400,734,45-54,0
126500,1440,512,65-74,0
346500,5040,797,55-64,1
466500,5280,659,25-34,0
196500,7320,525,35-44,0
436500,16080,545,55-64,0
406500,9840,621,55-64,0
486500,13560,637,45-54,0
506500,15240,646,25-34,0
146500,3120,828,65-74,0
76500,2160,622,45-54,0
226500,3600,635,45-54,0
386500,9060,742,45-54,0
466500,8460,648,25-34,0
226500,7800,872,65-74,0
116500,1620,547,65-74,1
616500,9000,752,65-74,1
226500,4380,870,25-34,0
286500,2700,503,55-64,0
676500,11520,801,25-34,0
176500,3540,722,45-54,0
96500,2160,843,45-54,1
356500,3420,709,55-64,0
206500,4380,608,55-64,1
186500,18720,802,45-54,0
206500,6660,825,55-64,0
186500,3600,756,35-44,0
426500,9600,822,35-44,0
236500,8940,880,55-64,0
376500,7140,829,35-44,0
296500,4500,555,55-64,0
376500,3840,772,65-74,0
146500,4800,780,55-64,0
386500,4800,717,35-44,0
106500,,546,55-64,1
346500,4740,575,45-54,1
696500,0,848,55-64,1
406500,5160,674,35-44,1
686500,10920,802,55-64,0
726500,3360,585,25-34,1
206500,7380,642,35-44,1
156500,2760,613,55-64,0
426500,4980,562,45-54,0
526500,5400,670,35-44,0
406500,15300,607,35-44,0
156500,1800,750,65-74,1
626500,7920,665,35-44,1
406500,7800,669,65-74,0
396500,6360,773,55-64,0
456500,6900,594,45-54,0
436500,7560,859,55-64,0
76500,4200,753,55-64,1
366500,3060,862,45-54,1
96500,3240,678,65-74,0
166500,3780,844,55-64,0
476500,18000,775,45-54,0
346500,7020,815,45-54,0
376500,12540,592,35-44,0
546500,,505,35-44,0
306500,5340,793,45-54,1
556500,5880,719,35-44,0
256500,3000,633,>74,1
326500,,712,45-54,0
216500,4920,749,55-64,0
246500,4980,720,55-64,0
236500,3360,566,65-74,0
386500,10140,516,45-54,0
686500,11640,596,65-74,0
106500,5340,616,45-54,0
486500,6960,664,25-34,0
606500,9360,716,35-44,0
436500,10800,889,35-44,0
256500,4140,818,25-34,0
76500,3360,500,35-44,0
326500,5520,766,35-44,0
526500,21780,873,45-54,0
266500,,742,25-34,0
346500,7020,842,65-74,0
486500,12420,786,25-34,0
666500,13740,630,45-54,0
476500,12420,755,35-44,0
196500,12300,525,55-64,0
126500,3600,793,25-34,0
106500,1560,568,55-64,0
56500,1740,883,35-44,1
246500,7860,713,35-44,1
246500,13260,518,45-54,0
486500,7380,725,35-44,0
206500,4680,680,65-74,0
306500,9180,636,25-34,0
156500,3540,767,45-54,1
276500,5520,896,35-44,0
316500,9840,648,55-64,0
266500,8100,831,65-74,0
256500,8400,555,45-54,0
256500,11640,603,35-44,0
376500,5880,894,45-54,0
346500,4440,708,45-54,0
416500,4740,888,55-64,0
106500,2100,520,65-74,0
686500,12000,769,25-34,0
326500,6780,541,65-74,1
366500,15240,747,35-44,0
166500,1920,561,65-74,0
406500,13980,864,45-54,1
246500,2640,538,45-54,0
76500,3300,527,65-74,1
186500,2220,502,65-74,1
726500,16560,804,55-64,1
436500,7380,735,35-44,0
596500,5940,530,35-44,0
136500,2880,507,65-74,0
366500,4620,696,25-34,0
316500,5460,642,35-44,0
216500,2040,622,55-64,1
346500,13620,700,55-64,1
346500,5700,748,25-34,0
206500,3600,554,45-54,0
196500,4380,789,65-74,0
416500,11940,516,55-64,0
156500,4920,678,45-54,1
156500,2820,583,25-34,1
516500,3720,527,45-54,1
156500,4560,714,45-54,0
276500,12000,710,35-44,0
576500,7800,865,45-54,0
76500,4080,575,55-64,0
256500,3000,515,45-54,0
526500,19680,740,45-54,0
226500,2880,727,65-74,0
366500,7500,727,65-74,0
266500,9900,688,45-54,1
626500,,709,35-44,0
426500,4680,786,25-34,0
436500,5640,624,25-34,1
286500,6780,791,55-64,0
486500,15780,666,35-44,1
196500,2280,541,<25,0
156500,4620,878,55-64,0
156500,3540,745,25-34,0
446500,10200,683,35-44,0
256500,5880,650,>74,0
646500,5040,696,65-74,0
286500,0,860,65-74,1
166500,4860,558,35-44,0
116500,2460,688,35-44,0
256500,13200,806,55-64,0
146500,,671,45-54,0
1066500,26160,843,35-44,0
286500,7080,571,55-64,0
486500,15960,501,25-34,0
436500,6240,881,35-44,0
676500,9480,668,45-54,0
486500,8460,780,25-34,0
126500,3600,836,55-64,0
176500,3660,808,65-74,0
326500,5400,717,55-64,0
486500,15240,649,55-64,0
266500,6540,573,35-44,0
116500,1260,746,>74,0
356500,3720,585,35-44,1
96500,3060,867,45-54,0
256500,4860,813,45-54,1
176500,2520,898,25-34,1
506500,6540,688,35-44,0
396500,,630,55-64,0
56500,4200,668,35-44,1
306500,3480,527,65-74,0
266500,5400,527,55-64,0
206500,3780,648,55-64,0
256500,3720,833,55-64,0
196500,3420,698,55-64,0
506500,9360,768,55-64,0
156500,3180,740,45-54,0
336500,3540,809,45-54,0
226500,3720,502,35-44,1
576500,6240,599,25-34,0
636500,22140,587,55-64,0
186500,2520,562,35-44,1
206500,4320,501,35-44,1
246500,4260,522,25-34,0
626500,,538,35-44,0
326500,5340,860,55-64,0
146500,1500,847,65-74,0
86500,2520,626,35-44,0
486500,6420,900,65-74,0
506500,9900,501,55-64,1
186500,10920,807,55-64,1
96500,2340,822,25-34,0
346500,4620,526,45-54,0
506500,5580,616,25-34,0
196500,5280,601,55-64,0
226500,3300,863,55-64,0
276500,3480,572,25-34,0
516500,6480,648,35-44,0
466500,8520,504,45-54,0
726500,14940,717,<25,0
156500,5520,612,25-34,0
356500,7620,548,>74,0
366500,,820,65-74,1
566500,6480,823,25-34,0
476500,8460,691,45-54,0
386500,13680,808,35-44,0
156500,2880,624,25-34,1
106500,2040,712,35-44,0
96500,2520,775,>74,1
76500,2880,680,65-74,0
276500,7140,566,35-44,0
216500,2280,644,55-64,0
116500,2640,809,45-54,1
136500,0,634,55-64,1
566500,18900,808,55-64,1
176500,3480,746,45-54,0
726500,19320,865,35-44,1
326500,0,703,45-54,1
326500,5880,778,55-64,1
356500,10260,700,55-64,0
376500,4560,608,25-34,0
156500,1500,594,>74,0
406500,6600,655,35-44,0
366500,8760,683,55-64,0
186500,4440,679,25-34,0
356500,7620,614,25-34,0
366500,3720,880,55-64,0
206500,10080,851,45-54,0
326500,5340,544,55-64,1
256500,6780,760,>74,0
556500,19080,798,25-34,1
646500,,567,45-54,0
446500,7860,873,45-54,1
266500,3060,655,45-54,1
176500,3660,554,45-54,0
196500,2820,539,55-64,0
946500,18780,523,45-54,0
56500,3360,765,35-44,0
116500,1560,829,65-74,0
206500,21300,767,45-54,0
286500,10560,578,45-54,0
306500,6180,621,>74,1
426500,8400,850,25-34,0
66500,1740,893,55-64,1
356500,10020,715,35-44,0
376500,3120,741,45-54,0
686500,19080,865,35-44,0
166500,3000,544,25-34,0
376500,5160,620,65-74,1
236500,3420,655,55-64,1
106500,1440,521,65-74,0
246500,7080,513,65-74,0
246500,5220,692,35-44,1
146500,5460,572,35-44,0
606500,27000,637,45-54,0
116500,2040,511,65-74,1
486500,12180,794,45-54,0
316500,7140,701,45-54,0
366500,3960,569,45-54,1
786500,14460,845,55-64,0
276500,5940,554,55-64,0
216500,2820,612,25-34,0
306500,4440,749,35-44,1
186500,,699,35-44,0
226500,5520,558,>74,1
386500,6180,731,25-34,0
716500,13560,587,35-44,0
456500,7560,504,65-74,0
606500,16440,663,25-34,0
356500,6300,537,25-34,0
256500,2820,879,45-54,1
456500,,511,25-34,0
596500,9840,783,35-44,0
276500,5340,835,65-74,0
126500,7680,518,55-64,0
386500,7380,808,35-44,0
216500,2760,500,45-54,1
126500,1740,734,65-74,1
96500,,796,,1
156500,4860,827,55-64,0
206500,7320,545,45-54,0
466500,7920,760,45-54,0
556500,16560,605,25-34,0
226500,6240,644,25-34,0
186500,3780,870,<25,1
616500,10260,686,45-54,0
286500,4800,682,35-44,0
666500,18420,778,45-54,1
216500,6060,585,25-34,1
366500,5640,882,45-54,0
336500,5580,734,35-44,0
116500,4140,515,25-34,0
416500,10800,579,55-64,0
156500,8640,726,55-64,0
106500,2640,634,65-74,1
306500,4740,731,35-44,0
216500,16380,857,35-44,0
246500,8880,821,45-54,0
116500,1740,506,55-64,1
686500,8100,707,35-44,0
426500,10260,513,35-44,0
236500,7200,620,55-64,0
116500,4140,753,25-34,0
436500,5700,542,35-44,1
716500,11940,815,35-44,1
106500,3840,736,55-64,0
136500,2280,729,45-54,0
286500,7500,725,55-64,0
346500,4860,649,55-64,0
1056500,9060,562,55-64,1
226500,2160,839,65-74,0
346500,5160,584,55-64,1
266500,3960,562,25-34,0
86500,1440,782,55-64,0
116500,5100,527,35-44,1
546500,,869,45-54,0
466500,14400,879,65-74,0
256500,3960,701,45-54,0
136500,3120,771,45-54,0
206500,2280,792,55-64,0
276500,6420,572,55-64,0
196500,4080,871,65-74,0
386500,,717,35-44,0
116500,3420,544,45-54,1
86500,2040,699,<25,1
126500,2100,616,35-44,1
196500,,685,35-44,1
326500,3840,599,55-64,0
136500,3600,566,65-74,1
76500,1620,562,65-74,0
296500,6240,518,55-64,0
236500,7260,709,45-54,0
186500,4200,668,55-64,0
346500,16440,732,55-64,0
126500,4560,672,65-74,0
256500,4380,775,55-64,0
346500,9720,722,45-54,0
646500,9720,508,35-44,0
286500,3780,823,35-44,0
186500,4140,633,65-74,0
336500,5640,626,55-64,1
176500,4680,795,>74,0
706500,,592,45-54,0
166500,2640,554,55-64,0
546500,11580,588,65-74,0
206500,3480,657,35-44,0
386500,6600,830,35-44,0
266500,3300,545,55-64,0
176500,,769,45-54,1
426500,9600,610,55-64,0
226500,4020,710,55-64,0
286500,4980,647,55-64,0
136500,3000,787,>74,1
726500,8760,786,25-34,0
666500,14460,821,25-34,0
686500,10320,827,35-44,1
226500,8580,718,45-54,0
86500,1500,807,65-74,0
186500,2220,593,35-44,0
176500,,503,55-64,0
286500,3000,770,25-34,1
76500,2220,866,25-34,0
416500,6240,664,35-44,0
536500,5340,667,25-34,0
506500,18960,717,35-44,0
126500,1320,510,55-64,0
296500,8880,606,55-64,1
596500,5940,744,45-54,0
266500,14220,894,25-34,0
116500,3240,590,25-34,0
936500,13260,560,45-54,0
126500,2400,645,35-44,0
256500,8640,900,45-54,0
386500,7260,507,55-64,1
376500,4860,588,55-64,0
256500,2700,821,65-74,1
166500,2820,887,25-34,0
266500,7200,728,55-64,0
126500,,809,65-74,0
276500,8100,758,25-34,0
496500,8880,504,35-44,0
176500,2220,663,65-74,1
356500,14280,562,45-54,0
256500,3960,651,55-64,0
186500,5400,509,35-44,1
216500,0,725,55-64,1
236500,4320,540,25-34,0
76500,1560,669,65-74,0
176500,6000,734,55-64,0
676500,8640,727,35-44,0
276500,5400,691,25-34,0
456500,5520,859,35-44,0
306500,9360,845,55-64,0
116500,3660,762,65-74,0
296500,3900,609,55-64,0
416500,13440,539,45-54,0
316500,9000,609,45-54,0
786500,,856,55-64,0
206500,3300,683,45-54,0
546500,9600,590,55-64,0
126500,13320,592,45-54,0
606500,6120,786,>74,0
256500,3840,612,>74,0
306500,4740,536,25-34,1
386500,4560,637,35-44,1
686500,11400,769,45-54,0
856500,19620,840,55-64,0
1176500,22080,826,55-64,0
626500,17160,576,45-54,0
586500,26940,846,45-54,0
286500,8640,593,35-44,0
236500,5640,774,25-34,0
396500,5880,714,35-44,0
406500,7200,550,25-34,0
266500,4860,569,25-34,0
226500,,788,65-74,0
206500,,647,45-54,0
286500,8160,527,55-64,0
486500,8220,690,55-64,1
236500,5400,862,55-64,0
196500,4320,764,55-64,0
546500,10980,512,25-34,0
226500,2520,744,55-64,0
306500,3480,618,35-44,0
166500,4440,743,55-64,0
456500,6840,751,35-44,0
236500,4200,709,65-74,0
486500,,569,45-54,0
326500,4920,607,35-44,1
236500,6600,815,55-64,1
656500,10500,550,35-44,1
186500,2220,636,35-44,0
596500,6840,734,35-44,1
366500,,547,35-44,0
416500,13860,567,35-44,0
436500,7020,673,45-54,0
226500,3540,894,55-64,0
476500,9600,804,65-74,0
246500,7920,791,35-44,1
226500,4620,792,45-54,0
146500,2820,814,<25,0
166500,6420,837,45-54,0
726500,9300,720,45-54,0
426500,12900,500,45-54,1
576500,9780,501,>74,0
476500,11340,630,55-64,0
76500,2280,844,25-34,1
296500,3300,717,35-44,1
86500,2940,682,55-64,0
556500,7320,752,35-44,0
576500,10020,711,55-64,0
106500,2460,586,45-54,0
146500,3000,521,>74,1
346500,5880,546,35-44,0
286500,7740,539,55-64,1
676500,11940,824,45-54,1
296500,,576,65-74,0
146500,7080,757,55-64,1
246500,7800,752,55-64,0
146500,6780,702,25-34,1
596500,14760,620,25-34,0
486500,12600,616,55-64,0
466500,6600,715,35-44,0
156500,4560,776,25-34,0
156500,1860,847,45-54,1
726500,9900,553,35-44,1
376500,8700,679,35-44,0
676500,,777,25-34,0
246500,,807,35-44,0
386500,,601,45-54,0
436500,5160,600,55-64,0
516500,5460,835,45-54,0
326500,4560,872,25-34,0
316500,5580,749,35-44,1
196500,6120,631,>74,0
166500,4980,663,>74,0
106500,1980,826,55-64,0
116500,1800,583,65-74,0
326500,4020,856,>74,1
196500,3420,510,35-44,0
216500,,621,35-44,0
376500,7200,575,55-64,0
556500,12420,815,55-64,0
226500,3780,831,65-74,0
456500,4320,846,65-74,1
386500,11700,509,45-54,0
286500,3000,866,65-74,0
136500,3240,791,55-64,0
406500,9660,871,35-44,0
196500,5580,744,65-74,1
236500,8040,851,45-54,0
186500,0,598,55-64,1
506500,0,798,35-44,1
126500,2940,520,25-34,0
506500,8160,747,35-44,1
926500,17820,544,35-44,1
596500,9360,652,45-54,1
246500,4440,530,55-64,0
96500,1380,635,65-74,1
356500,5220,832,35-44,0
586500,13200,672,45-54,0
276500,3660,872,45-54,0
486500,8160,741,45-54,1
186500,4980,826,35-44,0
106500,1860,576,55-64,0
56500,2220,780,65-74,0
506500,7140,757,55-64,0
566500,8280,871,35-44,0
676500,16500,670,25-34,1
226500,7260,753,35-44,0
46500,1620,518,>74,0
256500,11400,641,>74,0
316500,3960,772,55-64,0
216500,7080,647,35-44,0
666500,16560,761,55-64,0
206500,12120,531,65-74,1
486500,,857,35-44,0
76500,2640,835,65-74,1
326500,18780,584,45-54,0
106500,3240,668,65-74,0
486500,16140,590,45-54,0
46500,2640,692,65-74,1
206500,7440,631,35-44,0
536500,7020,786,35-44,0
486500,13800,882,25-34,1
476500,10080,812,65-74,0
456500,9060,602,45-54,0
256500,7200,852,35-44,1
186500,4020,687,35-44,0
346500,5520,729,25-34,0
256500,5460,542,25-34,1
1096500,10860,659,35-44,0
286500,7740,886,65-74,0
186500,6120,817,55-64,1
136500,10560,885,25-34,1
276500,240,619,65-74,1
496500,8460,847,45-54,1
276500,14400,783,65-74,0
426500,4200,696,55-64,0
436500,6060,745,35-44,0
566500,11340,784,55-64,1
366500,15600,642,35-44,0
66500,1860,556,35-44,1
156500,9180,770,55-64,0
356500,39960,633,45-54,0
96500,1080,762,45-54,1
376500,7200,735,35-44,0
596500,8340,597,45-54,0
386500,30480,764,45-54,0
226500,2640,526,55-64,0
536500,16260,831,35-44,0
446500,11220,563,25-34,1
856500,17400,699,55-64,1
486500,8580,882,35-44,1
246500,2700,757,65-74,0
136500,3240,621,>74,1
596500,10500,847,45-54,0
316500,7680,626,35-44,1
566500,11700,711,35-44,0
176500,4560,818,55-64,1
176500,,583,25-34,0
876500,24540,639,55-64,0
156500,5700,755,>74,0
586500,8100,534,45-54,0
356500,14280,755,55-64,0
346500,6360,566,55-64,0
156500,2700,505,35-44,0
406500,7560,884,25-34,1
196500,3240,742,45-54,0
376500,6300,552,45-54,0
56500,1020,881,55-64,1
156500,4500,725,55-64,1
486500,10020,681,45-54,1
176500,3240,550,65-74,0
236500,5460,573,55-64,0
156500,3480,896,45-54,1
366500,8400,501,45-54,0
416500,7320,732,35-44,0
826500,,555,35-44,0
96500,2040,609,25-34,0
266500,2760,517,65-74,1
466500,6960,873,35-44,0
606500,5520,890,55-64,0
106500,3660,572,>74,1
246500,2100,716,55-64,0
396500,2400,788,65-74,1
196500,4080,504,65-74,1
226500,4860,889,55-64,1
296500,4380,832,45-54,1
116500,5280,630,35-44,1
336500,12000,803,45-54,0
96500,2340,554,65-74,0
316500,4860,836,45-54,0
456500,5220,788,65-74,0
196500,2220,589,>74,0
576500,,520,65-74,0
246500,3000,841,25-34,0
306500,5700,754,65-74,0
156500,1680,810,65-74,1
206500,,679,35-44,0
246500,11640,550,45-54,0
116500,3840,670,25-34,1
76500,1320,846,65-74,0
606500,12720,700,65-74,0
236500,4440,742,25-34,0
686500,11580,746,25-34,0
156500,6720,732,65-74,0
466500,,641,25-34,0
186500,3180,586,45-54,1
396500,7260,790,25-34,0
406500,5580,899,45-54,1
236500,3240,567,35-44,0
1456500,16740,511,25-34,1
326500,4320,523,65-74,0
156500,4440,759,45-54,0
316500,7740,790,35-44,0
96500,2880,515,65-74,0
96500,3900,678,65-74,0
306500,6960,632,55-64,0
206500,8520,563,35-44,0
396500,6300,663,55-64,0
206500,4980,840,25-34,0
516500,19140,859,35-44,0
156500,2580,650,35-44,1
256500,4620,834,45-54,0
356500,9300,658,55-64,0
536500,8400,749,45-54,0
706500,8520,607,45-54,0
66500,3120,829,55-64,0
126500,3240,808,>74,1
216500,4620,804,25-34,0
476500,7380,522,45-54,0
216500,3780,680,45-54,0
376500,12900,687,45-54,0
646500,10680,552,35-44,0
226500,3720,803,35-44,0
676500,10800,800,35-44,0
166500,2520,576,65-74,1
306500,17340,836,65-74,0
136500,3180,578,65-74,1
306500,7980,792,65-74,0
166500,4560,794,35-44,0
166500,3420,692,65-74,0
406500,7200,650,55-64,0
166500,,594,45-54,0
306500,3000,631,65-74,0
456500,8400,566,45-54,0
536500,6900,598,25-34,0
336500,4020,825,25-34,1
536500,4260,723,>74,0
316500,5640,717,35-44,0
356500,12120,815,45-54,0
246500,2760,614,65-74,1
476500,8100,521,55-64,0
396500,7620,583,45-54,0
226500,3780,507,35-44,0
336500,8040,871,45-54,1
206500,2460,831,45-54,1
376500,3600,664,35-44,0
466500,17400,677,45-54,1
156500,4140,741,35-44,1
416500,4680,539,45-54,0
366500,10500,648,45-54,0
416500,4380,779,25-34,0
276500,6060,847,35-44,0
446500,6780,548,35-44,0
126500,7320,548,55-64,1
516500,8520,679,45-54,0
326500,4200,782,35-44,1
636500,28800,673,25-34,0
166500,2280,887,35-44,0
406500,10500,844,35-44,0
156500,3420,881,65-74,0
206500,4200,742,35-44,0
256500,13980,563,45-54,0
276500,4980,694,65-74,0
126500,3060,548,>74,1
416500,6480,593,35-44,0
236500,6180,528,45-54,0
156500,13920,887,35-44,1
196500,3120,639,55-64,1
286500,7500,896,45-54,0
136500,4380,748,35-44,0
196500,3480,503,55-64,0
116500,4620,672,35-44,0
466500,0,838,35-44,1
96500,4260,818,35-44,0
126500,3720,569,45-54,0
256500,6120,681,65-74,0
266500,,816,25-34,1
536500,8520,563,35-44,1
286500,3660,613,35-44,0
156500,5340,571,65-74,0
66500,2100,509,55-64,1
236500,3060,535,55-64,1
486500,8220,626,35-44,0
106500,6600,692,65-74,1
406500,6420,785,55-64,0
166500,3180,704,45-54,0
106500,1620,639,45-54,1
166500,3480,784,55-64,1
236500,2340,603,65-74,0
366500,9960,753,35-44,0
196500,1500,540,25-34,1
166500,4260,659,25-34,0
726500,14100,567,55-64,0
296500,6840,682,65-74,0
416500,20940,843,55-64,0
216500,24420,756,35-44,0
266500,2640,879,>74,0
616500,7800,638,25-34,0
656500,,711,45-54,0
346500,3300,606,55-64,0
206500,6780,730,35-44,0
426500,5160,693,55-64,1
366500,6540,624,25-34,0
166500,2880,833,55-64,0
256500,2460,639,65-74,1
436500,10200,856,45-54,0
336500,5520,646,25-34,0
356500,7320,649,45-54,0
606500,12300,501,35-44,0
96500,4620,778,<25,0
576500,11280,609,35-44,0
306500,8580,649,45-54,0
486500,10140,680,35-44,0
386500,10860,856,55-64,0
206500,7200,873,45-54,0
116500,2220,502,45-54,1
226500,3420,645,25-34,0
226500,9300,621,45-54,0
106500,3540,761,55-64,1
156500,6300,742,55-64,0
126500,6900,589,>74,1
246500,2940,610,45-54,0
466500,9060,604,65-74,0
386500,9900,599,25-34,1
336500,7560,617,45-54,0
616500,6840,820,55-64,0
266500,7920,724,45-54,0
456500,9900,711,25-34,0
306500,6000,682,65-74,0
286500,3480,834,>74,1
186500,1200,575,55-64,1
666500,10260,807,25-34,0
266500,2580,598,25-34,0
216500,86400,540,55-64,0
226500,2460,552,35-44,0
106500,2340,757,55-64,0
446500,7380,731,25-34,1
236500,8340,874,45-54,0
476500,6000,859,45-54,1
626500,,853,35-44,0
396500,7680,727,35-44,0
306500,,572,55-64,0
106500,2280,532,35-44,0
296500,9960,704,55-64,0
666500,24000,879,55-64,0
206500,6480,776,35-44,0
76500,1740,645,>74,0
136500,2400,665,35-44,1
1156500,960,888,45-54,1
446500,,539,45-54,0
356500,7080,545,45-54,1
86500,12600,896,45-54,1
266500,4500,766,55-64,0
386500,6180,519,35-44,0
486500,8340,837,65-74,0
886500,21780,640,45-54,1
156500,3180,800,65-74,1
246500,5940,588,25-34,1
716500,7080,691,45-54,0
726500,2580,883,45-54,0
116500,3300,766,55-64,1
686500,8280,749,35-44,1
156500,3180,848,>74,1
216500,3420,876,45-54,0
236500,,533,25-34,0
126500,2760,852,35-44,1
376500,3660,690,45-54,1
376500,7020,707,35-44,0
246500,5100,660,45-54,1
486500,6960,553,55-64,0
46500,4140,501,45-54,0
316500,4500,730,45-54,0
506500,34920,814,35-44,0
516500,5160,847,55-64,1
686500,10620,563,45-54,0
76500,1260,639,>74,0
376500,11520,748,45-54,0
266500,12180,777,55-64,0
266500,8700,541,55-64,0
66500,16680,618,35-44,1
466500,4860,828,25-34,0
606500,7020,709,25-34,0
396500,,515,35-44,0
476500,8400,707,55-64,0
456500,5820,670,35-44,1
156500,5400,803,55-64,0
136500,3120,766,55-64,1
526500,14700,603,45-54,0
306500,2880,707,>74,0
226500,6180,581,65-74,1
336500,4560,628,25-34,0
106500,2820,891,55-64,1
226500,9720,638,45-54,0
316500,9720,502,35-44,0
296500,,671,35-44,0
486500,30480,868,45-54,0
236500,4560,660,45-54,0
476500,5100,626,35-44,0
146500,2700,585,65-74,0
436500,,676,35-44,0
476500,6360,843,55-64,0
416500,7500,681,35-44,0
136500,5400,701,55-64,1
536500,5520,797,35-44,0
316500,8880,534,35-44,0
456500,8880,675,25-34,0
176500,4860,799,45-54,0
636500,13200,705,35-44,0
226500,2460,648,25-34,0
526500,5280,699,55-64,0
316500,2820,782,>74,0
446500,10620,750,45-54,1
416500,7800,589,35-44,0
306500,3900,807,65-74,0
296500,9840,777,45-54,0
146500,5820,815,45-54,1
526500,8580,530,35-44,0
356500,6780,840,25-34,0
216500,5520,894,55-64,0
196500,3600,521,45-54,0
236500,4020,825,25-34,0
626500,6000,871,25-34,0
126500,4980,740,55-64,0
176500,3120,784,65-74,0
126500,2760,787,55-64,0
326500,9540,518,35-44,0
196500,4140,512,65-74,0
156500,3300,642,65-74,0
356500,3900,518,45-54,1
196500,2340,563,45-54,1
486500,7260,807,25-34,0
